Fato;Categoria
Dano ou Vandalismo;Atos infracionais contra o Patrimônio
Apropriação de coisa coisa alheia;Atos infracionais contra o Patrimônio
Apropriação de coisa coisa alheia;Atos infracionais contra o Patrimônio
Apropriação de coisa coisa alheia;Atos infracionais contra o Patrimônio
Dano ou Vandalismo;Atos infracionais contra o Patrimônio
Dano ou Vandalismo;Atos infracionais contra o Patrimônio
Violação de domicílio;Atos infracionais contra o Patrimônio
Violação de direito autoral;Atos infracionais contra o Patrimônio
Alienação parental;Atos infracionais contra a Ordem Familiar
Abandono intelectual;Atos infracionais contra a Ordem Familiar
Subtração de incapaz;Atos infracionais contra a Ordem Familiar
Abandono material;Atos infracionais contra a Ordem Familiar
Bigamia;Atos infracionais contra a Ordem Familiar
Entrega de filho menor a pessoa inidônea;Atos infracionais contra a Ordem Familiar
Induzimento a fuga, entrega arbitrária ou sonegação de incapazes;Atos infracionais contra a Ordem Familiar
Parto suposto;Atos infracionais contra a Ordem Familiar
Permitir que menor de dezoito anos frequente casa de jogos e outros;Atos infracionais contra a Ordem Familiar
Permitir que menor de dezoito anos resida ou trabalhe em casa de prostituição;Atos infracionais contra a Ordem Familiar
Registro de nascimento inexistente;Atos infracionais contra a Ordem Familiar
Abandono de incapaz;Atos infracionais contra a Ordem Familiar
Exposição ou abandono de recém-nascido;Atos infracionais contra a Ordem Familiar
Abandono de recém nascido ou incapaz;Atos infracionais contra a Ordem Familiar
Alienação Parental;Atos infracionais contra a Ordem Familiar
Abandono intelectual;Atos infracionais contra a Ordem Familiar
Subtração de incapaz;Atos infracionais contra a Ordem Familiar
Abandono material;Atos infracionais contra a Ordem Familiar
Condutas assemelhadas contra o casamento;Atos infracionais contra a Ordem Familiar
Entrega de filho menor a pessoa inidônea;Atos infracionais contra a Ordem Familiar
Induzimento a fuga, entrega arbitrária ou sonegação de incapazes;Atos infracionais contra a Ordem Familiar
Condutas asemellhadas contra o registro civil e/ou estado de filiação;Atos infracionais contra a Ordem Familiar
Permitir que menor de dezoito anos frequente casa de jogos e outros;Atos infracionais contra a Ordem Familiar
Permitir que menor de dezoito anos resida ou trabalhe em casa de prostituição;Atos infracionais contra a Ordem Familiar
Condutas asemellhadas contra o registro civil e/ou estado de filiação;Atos infracionais contra a Ordem Familiar
Abandono de incapaz;Atos infracionais contra a Ordem Familiar
Abandono de incapaz;Atos infracionais contra a Ordem Familiar
Abandono de incapaz;Atos infracionais contra a Ordem Familiar
Art 246 do CP;Atos infracionais contra a Ordem Familiar
Art 249 do CP;Atos infracionais contra a Ordem Familiar
Art 244 do CP;Atos infracionais contra a Ordem Familiar
Art 235 a 240 do CP;Atos infracionais contra a Ordem Familiar
Art 245 do CP;Atos infracionais contra a Ordem Familiar
Art 248 do CP;Atos infracionais contra a Ordem Familiar
Art 241 a 243 do CP;Atos infracionais contra a Ordem Familiar
Art 247 do CP;Atos infracionais contra a Ordem Familiar
Art 247 do CP;Atos infracionais contra a Ordem Familiar
Art 241 a 243 do CP;Atos infracionais contra a Ordem Familiar
Art 133 do CP;Atos infracionais contra a Ordem Familiar
Art 134 do CP;Atos infracionais contra a Ordem Familiar
Art 134 do CP;Atos infracionais contra a Ordem Familiar
Adquirir/possuir foto com cena de sexo com criança ou adolescente;Atos infracionais contra a Dignidade Sexual
Aliciar criança para fins sexuais;Atos infracionais contra a Dignidade Sexual
Aliciar, por qualquer meio de comunicação, criança, com o fim de com ela praticar ato libidinoso;Atos infracionais contra a Dignidade Sexual
Aliciar criança para se exibir pornograficamente;Atos infracionais contra a Dignidade Sexual
Intermediar participação criança ou adolescente em cena de sexo;Atos infracionais contra a Dignidade Sexual
Oferecer, divulgar cenas de sexo com criança ou adolescente;Atos infracionais contra a Dignidade Sexual
Produzir, registrar cena de sexo com criança (Art. 240 ECA);Atos infracionais contra a Dignidade Sexual
Assédio sexual;Atos infracionais contra a Dignidade Sexual
Estupro de vulnerável;Atos infracionais contra a Dignidade Sexual
Estupro de criança (Violência doméstica);Atos infracionais contra a Dignidade Sexual
Estupro de adolescente - Tentativa;Atos infracionais contra a Dignidade Sexual
Estupro de criança;Atos infracionais contra a Dignidade Sexual
Estupro de adolescente;Atos infracionais contra a Dignidade Sexual
Estupro de adolescente (Violência doméstica);Atos infracionais contra a Dignidade Sexual
Estupro de mulher;Atos infracionais contra a Dignidade Sexual
Estupro de vulnerável - Tentativa;Atos infracionais contra a Dignidade Sexual
Tentativa de estupro;Atos infracionais contra a Dignidade Sexual
Estupro de criança - Tentativa;Atos infracionais contra a Dignidade Sexual
Estupro de adolescente (Violência doméstica) - Tentativa;Atos infracionais contra a Dignidade Sexual
Estupro de criança (Violência doméstica) - Tentativa;Atos infracionais contra a Dignidade Sexual
Favorecimento da prostituição;Atos infracionais contra a Dignidade Sexual
Favorecimento da prostituição ou outra forma de exploração sexual de vulnerável;Atos infracionais contra a Dignidade Sexual
Mediação para servir a lascívia de outrem;Atos infracionais contra a Dignidade Sexual
Rufianismo;Atos infracionais contra a Dignidade Sexual
Satisfação de lascívia mediante presença de criança ou adolescente;Atos infracionais contra a Dignidade Sexual
Tráfico internacional de pessoa para fim de exploração sexual;Atos infracionais contra a Dignidade Sexual
Violação sexual mediante fraude;Atos infracionais contra a Dignidade Sexual
Ato obsceno;Atos infracionais contra a Dignidade Sexual
Casa de prostituição;Atos infracionais contra a Dignidade Sexual
Corrupção de menores;Atos infracionais contra a Dignidade Sexual
Corrupção de menores para lascívia;Atos infracionais contra a Dignidade Sexual
Escrito ou objeto obsceno;Atos infracionais contra a Dignidade Sexual
Estupro;Atos infracionais contra a Dignidade Sexual
Estupro - Tentativa;Atos infracionais contra a Dignidade Sexual
Estupro (Violência doméstica);Atos infracionais contra a Dignidade Sexual
Estupro (Violência doméstica) - Tentativa;Atos infracionais contra a Dignidade Sexual
Adquirir/possuir foto com cena de sexo com criança ou adolescente;Atos infracionais contra a Dignidade Sexual
Aliciar criança para fins sexuais;Atos infracionais contra a Dignidade Sexual
Aliciar criança para fins sexuais;Atos infracionais contra a Dignidade Sexual
Aliciar criança para se exibir pornograficamente;Atos infracionais contra a Dignidade Sexual
Intermediar participação criança ou adolescente em cena de sexo;Atos infracionais contra a Dignidade Sexual
Produzir, registrar, oferecer ou divulgar cenas de sexo com criança ou adolescente;Atos infracionais contra a Dignidade Sexual
Produzir, registrar, oferecer ou divulgar cenas de sexo com criança ou adolescente;Atos infracionais contra a Dignidade Sexual
Assédio sexual;Atos infracionais contra a Dignidade Sexual
Estupro ou abuso sexual;Atos infracionais contra a Dignidade Sexual
Estupro ou abuso sexual;Atos infracionais contra a Dignidade Sexual
Tentativa de Estupro ou de abuso sexual;Atos infracionais contra a Dignidade Sexual
Estupro ou abuso sexual;Atos infracionais contra a Dignidade Sexual
Estupro ou abuso sexual;Atos infracionais contra a Dignidade Sexual
Estupro ou abuso sexual;Atos infracionais contra a Dignidade Sexual
Estupro ou abuso sexual;Atos infracionais contra a Dignidade Sexual
Tentativa de Estupro ou de abuso sexual;Atos infracionais contra a Dignidade Sexual
Tentativa de Estupro ou de abuso sexual;Atos infracionais contra a Dignidade Sexual
Tentativa de Estupro ou de abuso sexual;Atos infracionais contra a Dignidade Sexual
Tentativa de Estupro ou de abuso sexual;Atos infracionais contra a Dignidade Sexual
Tentativa de Estupro ou de abuso sexual;Atos infracionais contra a Dignidade Sexual
Favorecimento da prostituição;Atos infracionais contra a Dignidade Sexual
Favorecimento da prostituição ou outra forma de exploração sexual de vulnerável;Atos infracionais contra a Dignidade Sexual
Mediação para servir a lascívia de outrem;Atos infracionais contra a Dignidade Sexual
Casa de prostituição e/ou rufianismo;Atos infracionais contra a Dignidade Sexual
Satisfação de lascívia mediante presença de criança ou adolescente;Atos infracionais contra a Dignidade Sexual
Tráfico de pessoa para fim de exploração sexual;Atos infracionais contra a Dignidade Sexual
Violação sexual mediante fraude;Atos infracionais contra a Dignidade Sexual
Ato, escrito ou objeto obsceno;Atos infracionais contra a Dignidade Sexual
Casa de prostituição e/ou rufianismo;Atos infracionais contra a Dignidade Sexual
Corrupção de menores para satisfazer a lascívia de outrem;Atos infracionais contra a Dignidade Sexual
Corrupção de menores para satisfazer a lascívia de outrem;Atos infracionais contra a Dignidade Sexual
Ato, escrito ou objeto obsceno;Atos infracionais contra a Dignidade Sexual
Estupro ou abuso sexual;Atos infracionais contra a Dignidade Sexual
Tentativa de Estupro ou abuso sexual;Atos infracionais contra a Dignidade Sexual
Estupro ou abuso sexual;Atos infracionais contra a Dignidade Sexual
Tentativa de Estupro ou abuso sexual;Atos infracionais contra a Dignidade Sexual
Art 216-A;Atos infracionais contra a Dignidade Sexual
Art 217-A do CP;Atos infracionais contra a Dignidade Sexual
Art 217-A do CP;Atos infracionais contra a Dignidade Sexual
Art 217-A c/c Art 14, II do CP;Atos infracionais contra a Dignidade Sexual
Art 217-A do CP;Atos infracionais contra a Dignidade Sexual
Art 217-A do CP;Atos infracionais contra a Dignidade Sexual
Art 217-A do CP;Atos infracionais contra a Dignidade Sexual
Art 217-A do CP;Atos infracionais contra a Dignidade Sexual
Art 217-A c/c Art 14, II do CP;Atos infracionais contra a Dignidade Sexual
Art 217-A c/c Art 14, II do CP;Atos infracionais contra a Dignidade Sexual
Art 217-A c/c Art 14, II do CP;Atos infracionais contra a Dignidade Sexual
Art 217-A c/c Art 14, II do CP;Atos infracionais contra a Dignidade Sexual
Art 217-A c/c Art 14, II do CP;Atos infracionais contra a Dignidade Sexual
Art 228 do CP;Atos infracionais contra a Dignidade Sexual
Art 218-B do CP;Atos infracionais contra a Dignidade Sexual
Art 228 do CP;Atos infracionais contra a Dignidade Sexual
Art 229 e 230 do CP;Atos infracionais contra a Dignidade Sexual
Art 218-A do CP;Atos infracionais contra a Dignidade Sexual
Art 149-A, V do CP;Atos infracionais contra a Dignidade Sexual
Art 215 do CP;Atos infracionais contra a Dignidade Sexual
Art 233 e 234 do CP;Atos infracionais contra a Dignidade Sexual
Art 229 e 230 do CP;Atos infracionais contra a Dignidade Sexual
Art 218 do CP;Atos infracionais contra a Dignidade Sexual
Art 218 do CP;Atos infracionais contra a Dignidade Sexual
Art 233 e 234 do CP;Atos infracionais contra a Dignidade Sexual
Art 213 do CP;Atos infracionais contra a Dignidade Sexual
Art 213 c/c Art 14, II do CP;Atos infracionais contra a Dignidade Sexual
Art 213 do CP;Atos infracionais contra a Dignidade Sexual
Art 213 c/c Art 14, II do CP;Atos infracionais contra a Dignidade Sexual
Homofobia;Atos infracionais contra a Dignidade da pessoa (bullying)
Discriminação dos portadores de HIV e doentes de aids;Atos infracionais contra a Dignidade da pessoa (bullying)
Racismo;Atos infracionais contra a Dignidade da pessoa (bullying)
Racismo (Praticar, induzir ou incitar a discriminação ou preconceito de raça, cor, etnia, religião ou procedência nacional);Atos infracionais contra a Dignidade da pessoa (bullying)
Calúnia;Atos infracionais contra a Dignidade da pessoa (bullying)
Calúnia (Violência doméstica);Atos infracionais contra a Dignidade da pessoa (bullying)
Difamação;Atos infracionais contra a Dignidade da pessoa (bullying)
Difamação (Violência doméstica);Atos infracionais contra a Dignidade da pessoa (bullying)
Injúria;Atos infracionais contra a Dignidade da pessoa (bullying)
Injúria (Violência doméstica);Atos infracionais contra a Dignidade da pessoa (bullying)
Injúria qualificada pelo preconceito;Atos infracionais contra a Dignidade da pessoa (bullying)
Bullying;Atos infracionais contra a Dignidade da pessoa (bullying)
Intimidação sistemática (Bullying);Atos infracionais contra a Dignidade da pessoa (bullying)
Homofobia;Atos infracionais contra a Dignidade da pessoa (bullying)
Discriminação ou buylling;Atos infracionais contra a Dignidade da pessoa (bullying)
Racismo;Atos infracionais contra a Dignidade da pessoa (bullying)
Racismo;Atos infracionais contra a Dignidade da pessoa (bullying)
Calúnia;Atos infracionais contra a Dignidade da pessoa (bullying)
Calúnia;Atos infracionais contra a Dignidade da pessoa (bullying)
Difamação;Atos infracionais contra a Dignidade da pessoa (bullying)
Difamação;Atos infracionais contra a Dignidade da pessoa (bullying)
Injúria;Atos infracionais contra a Dignidade da pessoa (bullying)
Injúria;Atos infracionais contra a Dignidade da pessoa (bullying)
Injúria;Atos infracionais contra a Dignidade da pessoa (bullying)
Discriminação ou buylling;Atos infracionais contra a Dignidade da pessoa (bullying)
Discriminação ou buylling;Atos infracionais contra a Dignidade da pessoa (bullying)
Art 138 do CP;Atos infracionais contra a Dignidade da pessoa (bullying)
Art 138 do CP;Atos infracionais contra a Dignidade da pessoa (bullying)
Art 139 do CP;Atos infracionais contra a Dignidade da pessoa (bullying)
Art 139 do CP;Atos infracionais contra a Dignidade da pessoa (bullying)
Art 140 do CP;Atos infracionais contra a Dignidade da pessoa (bullying)
Art 140 do CP;Atos infracionais contra a Dignidade da pessoa (bullying)
Art 140 do CP;Atos infracionais contra a Dignidade da pessoa (bullying)
L13185/2015;Atos infracionais contra a Dignidade da pessoa (bullying)
L13185/2015;Atos infracionais contra a Dignidade da pessoa (bullying)
Art 14 da L10826;Atos infracionais que envolvem armas de fogo
Art 12 16 da L10826;Atos infracionais que envolvem armas de fogo
Art 12 16 da L10826;Atos infracionais que envolvem armas de fogo
Art 12 16 da L10826;Atos infracionais que envolvem armas de fogo
Art 12 16 da L10826;Atos infracionais que envolvem armas de fogo
Art 12 16 da L10826;Atos infracionais que envolvem armas de fogo
Art 12 16 da L10826;Atos infracionais que envolvem armas de fogo
Art 12 16 da L10826;Atos infracionais que envolvem armas de fogo
Art 15 da L10826;Atos infracionais que envolvem armas de fogo
Art 13 da L10826;Atos infracionais que envolvem armas de fogo
Art 12 16 da L10826;Atos infracionais que envolvem armas de fogo
Art 13 da L10826;Atos infracionais que envolvem armas de fogo
Art 12 16 da L10826;Atos infracionais que envolvem armas de fogo
Art 12 16 da L10826;Atos infracionais que envolvem armas de fogo
Art 12 16 da L10826;Atos infracionais que envolvem armas de fogo
Art 12 16 da L10826;Atos infracionais que envolvem armas de fogo
Comércio ilegal de arma de fogo;Atos infracionais que envolvem armas de fogo
Posse/Porte de munição;Atos infracionais que envolvem armas de fogo
Posse/Porte de silenciador/luneta;Atos infracionais que envolvem armas de fogo
Posse/Porte ilegal de arma de fogo de uso restrito;Atos infracionais que envolvem armas de fogo
Produzir, recarregar, reciclar, adulterar munição;Atos infracionais que envolvem armas de fogo
Suprimir, alterar sinais identificadores de arma de fogo;Atos infracionais que envolvem armas de fogo
Porte ou posse ilegal de arma;Atos infracionais que envolvem armas de fogo
Porte ilegal de munição ou acessório de arma de fogo;Atos infracionais que envolvem armas de fogo
Disparo de arma de fogo;Atos infracionais que envolvem armas de fogo
Entregar arma a criança ou adolescente;Atos infracionais que envolvem armas de fogo
Modificar características de arma de fogo;Atos infracionais que envolvem armas de fogo
Omissão de cautela de arma de fogo;Atos infracionais que envolvem armas de fogo
Porte ilegal de arma de fogo de uso permitido;Atos infracionais que envolvem armas de fogo
Posse irregular de arma de fogo de uso permitido;Atos infracionais que envolvem armas de fogo
Posse/Porte arma numeração suprimida/adulterada;Atos infracionais que envolvem armas de fogo
Posse/Porte artefato explosivo ou incendiário;Atos infracionais que envolvem armas de fogo
Comércio ilegal de arma de fogo;Atos infracionais que envolvem armas de fogo
Posse irregular ou Porte Ilegal de arma de fogo e similares;Atos infracionais que envolvem armas de fogo
Posse irregular ou Porte Ilegal de arma de fogo e similares;Atos infracionais que envolvem armas de fogo
Posse irregular ou Porte Ilegal de arma de fogo e similares;Atos infracionais que envolvem armas de fogo
Posse irregular ou Porte Ilegal de arma de fogo e similares;Atos infracionais que envolvem armas de fogo
Posse irregular ou Porte Ilegal de arma de fogo e similares;Atos infracionais que envolvem armas de fogo
Posse irregular ou Porte Ilegal de arma de fogo e similares;Atos infracionais que envolvem armas de fogo
Posse irregular ou Porte Ilegal de arma de fogo e similares;Atos infracionais que envolvem armas de fogo
Disparo de arma de fogo;Atos infracionais que envolvem armas de fogo
Entregar arma a criança ou adolescente (Omissão de cautela);Atos infracionais que envolvem armas de fogo
Posse irregular ou Porte Ilegal de arma de fogo e similares;Atos infracionais que envolvem armas de fogo
Entregar arma a criança ou adolescente (Omissão de cautela);Atos infracionais que envolvem armas de fogo
Posse irregular ou Porte Ilegal de arma de fogo e similares;Atos infracionais que envolvem armas de fogo
Posse irregular ou Porte Ilegal de arma de fogo e similares;Atos infracionais que envolvem armas de fogo
Posse irregular ou Porte Ilegal de arma de fogo e similares;Atos infracionais que envolvem armas de fogo
Posse irregular ou Porte Ilegal de arma de fogo e similares;Atos infracionais que envolvem armas de fogo
Abandono;Atos infracionais contra a Ordem Familiar
133;Atos infracionais contra a Ordem Familiar
Abandono;Atos infracionais contra a Ordem Familiar
abandono incapaz;Atos infracionais contra a Ordem Familiar
133;Atos infracionais contra a Ordem Familiar
Ameaças e Tortura;Atos infracionais contra a Liberdade Individual
Ameaça;Atos infracionais contra a Liberdade Individual
Ameaça;Atos infracionais contra a Liberdade Individual
Ameaça ;Atos infracionais contra a Liberdade Individual
Ameaça;Atos infracionais contra a Liberdade Individual
AMEAÇA;Atos infracionais contra a Liberdade Individual
AMEAÇA;Atos infracionais contra a Liberdade Individual
Ameaça;Atos infracionais contra a Liberdade Individual
Ameaça;Atos infracionais contra a Liberdade Individual
Ameaça;Atos infracionais contra a Liberdade Individual
Ameaça;Atos infracionais contra a Liberdade Individual
Art.288 CP;Atos infracionais contra a Incolumidade Pública
Ass. Facção Criminosa ;Atos infracionais contra a Incolumidade Pública
Ass. Facção Criminosa ;Atos infracionais contra a Incolumidade Pública
Art. 33 e art. 12;Atos infracionais relacionados a Entorpecentes
Art. 33 e 35  Lei 11.343;Atos infracionais relacionados a Entorpecentes
Conivente com Estupro;Atos infracionais contra a Dignidade Sexual
163;Atos infracionais contra o Patrimônio
Destruição do Patrimônio;Atos infracionais contra o Patrimônio
Destruição do Patrimônio;Atos infracionais contra o Patrimônio
Art. 15 da lei n. 10.826/03;Atos infracionais que envolvem armas de fogo
Art. 15 da lei n. 10.826/03;Atos infracionais que envolvem armas de fogo
Estupro;Atos infracionais contra a Dignidade Sexual
Art. 217-A CP;Atos infracionais contra a Dignidade Sexual
ESTUPRO;Atos infracionais contra a Dignidade Sexual
Estupro de Vulnerável;Atos infracionais contra a Dignidade Sexual
Estupro;Atos infracionais contra a Dignidade Sexual
Art 217 A C.P.;Atos infracionais contra a Dignidade Sexual
217-a Estupro;Atos infracionais contra a Dignidade Sexual
Estupro;Atos infracionais contra a Dignidade Sexual
Art 213;Atos infracionais contra a Dignidade Sexual
Estupro;Atos infracionais contra a Dignidade Sexual
Estupro;Atos infracionais contra a Dignidade Sexual
Art. 217-A e 240;Atos infracionais contra a Dignidade Sexual
217;Atos infracionais contra a Dignidade Sexual
Art. 213, Art. 71 do CP.;Atos infracionais contra a Dignidade Sexual
Art. 213, Art. 71 do CP.;Atos infracionais contra a Dignidade Sexual
Art. 217 do CP;Atos infracionais contra a Dignidade Sexual
Art. 217 do CP;Atos infracionais contra a Dignidade Sexual
217-A Estupro;Atos infracionais contra a Dignidade Sexual
155;Atos infracionais contra o Patrimônio
155;Atos infracionais contra o Patrimônio
155;Atos infracionais contra o Patrimônio
Furto ;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
ART 155*;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Art. 155;Atos infracionais contra o Patrimônio
155;Atos infracionais contra o Patrimônio
155;Atos infracionais contra o Patrimônio
Art. 155;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
155;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
155;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
155;Atos infracionais contra o Patrimônio
155;Atos infracionais contra o Patrimônio
155 Furto ;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
155;Atos infracionais contra o Patrimônio
155;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
155 Furto ;Atos infracionais contra o Patrimônio
Furtos;Atos infracionais contra o Patrimônio
Furto ;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
155;Atos infracionais contra o Patrimônio
155;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Art. 155*;Atos infracionais contra o Patrimônio
155;Atos infracionais contra o Patrimônio
155;Atos infracionais contra o Patrimônio
Furto Qualificado;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Duplo Homicídio;Atos infracionais contra a Vida
ART. 121 do CP ;Atos infracionais contra a Vida
HOMICIDIO;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Busca e Apreensão/Homicídio;Atos infracionais contra a Vida
Busca e Apreensão/Homicídio;Atos infracionais contra a Vida
121 Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
     Homicídio;Atos infracionais contra a Vida
     Homicídio;Atos infracionais contra a Vida
Homicídio Qualificado;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Art 121;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
homicídio;Atos infracionais contra a Vida
Homicídio ;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio ;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio qualificado;Atos infracionais contra a Vida
Homicídio qualificado;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio qualificado;Atos infracionais contra a Vida
homicídio ;Atos infracionais contra a Vida
HOMICÍDIO;Atos infracionais contra a Vida
Art.121;Atos infracionais contra a Vida
Homicídio qualificado;Atos infracionais contra a Vida
Art. 121;Atos infracionais contra a Vida
Homicídio ;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Art. 121 CP;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
HOMICIDIO;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Art.121;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Art. 121 CP;Atos infracionais contra a Vida
ART. 121 DO CP ;Atos infracionais contra a Vida
HOMICIDIO;Atos infracionais contra a Vida
Art. 121 CP;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Homicídio ;Atos infracionais contra a Vida
Homicídio ;Atos infracionais contra a Vida
Art. 121 CP;Atos infracionais contra a Vida
ART. 121 DO CP ;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
homicídio ;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
121 Homicídio ;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio - 0001270-622.2014.8.24.0022;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Art. 121 CP;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
121 Homicídio ;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio qualificado;Atos infracionais contra a Vida
       Homicídio;Atos infracionais contra a Vida
       Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Art. 121 CP;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Art. 121 C.P.;Atos infracionais contra a Vida
ART. 121 CP;Atos infracionais contra a Vida
ART. 121 CP;Atos infracionais contra a Vida
homicídio;Atos infracionais contra a Vida
homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio ;Atos infracionais contra a Vida
Homicídio ;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Homicídio ;Atos infracionais contra a Vida
Art. 121 C.P.;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio Qualificado;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Art. 121 C.P.;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
HOMICIDIO;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
homicídio;Atos infracionais contra a Vida
Homicídio ;Atos infracionais contra a Vida
Art. 121, § 2º, incisos II, III e IV do CP.;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
homicídio ;Atos infracionais contra a Vida
homicídio ;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
121;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
121 Homicídio;Atos infracionais contra a Vida
HOMICÍDIO;Atos infracionais contra a Vida
Art. 121 CP;Atos infracionais contra a Vida
homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Art.121;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
HOMICIDIO;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
homicídio qualificado;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Homicídio;Atos infracionais contra a Vida
Art.121;Atos infracionais contra a Vida
Art. 250 C.P.;Atos infracionais contra o Interesse e a Administração Pública em Geral
Art. 250 C.P.;Atos infracionais contra o Interesse e a Administração Pública em Geral
122;Atos infracionais contra a Vida
122;Atos infracionais contra a Vida
ofensa, injuria;Atos infracionais contra a Dignidade da pessoa (bullying)
ofensa;Atos infracionais contra a Dignidade da pessoa (bullying)
Ofensa;Atos infracionais contra a Dignidade da pessoa (bullying)
